# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
3845           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345313e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3846           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3847           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345320e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3848           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3849           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3850           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345329e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3851           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3852           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3853           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3854           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3855           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3856           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3857           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3858           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345329e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3859           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3860           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345332e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3861           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3862           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345327e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3863           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3864           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3865           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345315e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3866           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345339e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3867           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345315e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3868           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345320e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3869           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3870           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3871           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3872           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345329e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3873           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3874           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3875           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3876           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3877           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3878           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3879           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3880           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3881           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345312e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3882           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345340e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3883           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345313e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3884           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3885           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3886           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3887           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3888           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3889           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3890           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3891           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3892           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3893           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3894           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3895           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3896           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3897           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345312e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3898           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345339e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3899           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345313e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3900           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3901           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345320e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3902           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3903           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3904           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3905           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3906           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3907           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3908           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3909           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3910           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3911           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3912           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345330e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3913           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3914           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345332e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3915           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3916           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345327e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3917           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3918           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3919           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345315e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3920           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345339e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3921           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345315e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3922           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345320e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3923           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3924           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3925           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3926           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345329e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3927           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3928           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3929           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3930           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3931           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3932           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3933           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3934           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3935           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345312e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3936           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345340e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3937           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345312e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3938           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3939           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3940           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3941           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3942           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3943           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3944           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3945           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3946           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3947           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3948           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3949           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3950           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3951           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345312e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3952           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345340e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3953           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345313e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3954           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3955           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345320e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3956           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3957           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3958           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3959           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3960           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3961           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3962           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3963           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3964           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3965           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3966           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345329e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3967           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3968           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345332e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3969           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3970           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345327e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3971           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3972           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3973           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345314e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3974           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345338e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3975           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345315e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3976           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3977           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345320e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3978           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3979           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3980           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3981           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3982           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3983           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3984           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3985           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3986           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3987           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3988           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3989           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345313e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3990           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345340e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3991           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345313e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3992           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3993           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345320e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3994           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3995           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3996           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345329e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3997           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3998           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
3999           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345318e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4000           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345323e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4001           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345321e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4002           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4003           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4004           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4005           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345312e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4006           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345339e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4007           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345312e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4008           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345317e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4009           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345319e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
4010           	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345322e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
