# Residuals    
# Time         	p              	Ux             	Uy             
0.0243         	3.58410830e-03	2.61227080e-04	6.64886270e-04
0.0244         	3.44630330e-03	2.62016600e-04	6.63766210e-04
0.0245         	3.52711830e-03	2.58766250e-04	6.56320740e-04
0.0246         	3.50997790e-03	2.59091750e-04	6.54532820e-04
0.0247         	3.52218400e-03	2.56937480e-04	6.49724400e-04
0.0248         	3.41105680e-03	2.57940180e-04	6.50310830e-04
0.0249         	3.50735990e-03	2.57680760e-04	6.50497220e-04
0.025          	3.53984530e-03	2.65009080e-04	6.63916760e-04
0.0251         	3.59796020e-03	2.58967770e-04	6.54625310e-04
0.0252         	3.29055630e-03	2.57339750e-04	6.52854710e-04
0.0253         	3.34214510e-03	2.55629780e-04	6.50662100e-04
0.0254         	3.31103670e-03	2.54252590e-04	6.48590800e-04
0.0255         	3.33960770e-03	2.53990470e-04	6.48296190e-04
0.0256         	3.36424450e-03	2.54867560e-04	6.49288600e-04
0.0257         	3.60472890e-03	2.59337130e-04	6.56883550e-04
0.0258         	3.39927960e-03	2.77150730e-04	6.92058510e-04
0.0259         	3.67214340e-03	2.56196500e-04	6.49861790e-04
0.026          	3.73370730e-03	2.64599930e-04	6.67519840e-04
0.0261         	3.24059700e-03	2.53161790e-04	6.43191570e-04
0.0262         	3.13476050e-03	2.52427990e-04	6.41092400e-04
0.0263         	3.04971150e-03	2.52464280e-04	6.40904440e-04
0.0264         	2.98106680e-03	2.51533080e-04	6.38768070e-04
0.0265         	3.14290920e-03	2.50045310e-04	6.35806960e-04
0.0266         	3.20879700e-03	2.47634490e-04	6.30867340e-04
0.0267         	3.26628730e-03	2.43258380e-04	6.21751250e-04
0.0268         	3.25657930e-03	2.40272010e-04	6.15439450e-04
0.0269         	3.56545480e-03	2.39071040e-04	6.13264590e-04
0.027          	3.44966330e-03	2.40620850e-04	6.17791540e-04
0.0271         	3.25219360e-03	2.44298430e-04	6.25839100e-04
0.0272         	3.28633330e-03	2.50287330e-04	6.40515550e-04
0.0273         	3.29147240e-03	2.39742990e-04	6.20238380e-04
0.0274         	3.29695400e-03	2.40209290e-04	6.22317130e-04
0.0275         	3.24362590e-03	2.38552300e-04	6.18729720e-04
0.0276         	3.10955400e-03	2.42450250e-04	6.27359490e-04
0.0277         	3.51674920e-03	2.41697000e-04	6.25380910e-04
0.0278         	3.42484250e-03	2.37184230e-04	6.15644860e-04
0.0279         	3.31815000e-03	2.31669980e-04	6.05646780e-04
0.028          	3.54125450e-03	2.28624980e-04	6.02117730e-04
0.0281         	3.65912150e-03	2.29531560e-04	6.01791170e-04
0.0282         	3.50833120e-03	2.28481740e-04	6.00443680e-04
0.0283         	3.78260930e-03	2.23508730e-04	5.90428310e-04
0.0284         	3.48955640e-03	2.21379130e-04	5.85242610e-04
0.0285         	3.60775060e-03	2.19188150e-04	5.81680290e-04
0.0286         	3.78407710e-03	2.13468010e-04	5.81799360e-04
0.0287         	3.55784450e-03	2.18752780e-04	5.79175240e-04
0.0288         	3.46805400e-03	2.21089250e-04	5.81199230e-04
0.0289         	3.28731040e-03	2.23800460e-04	5.85240100e-04
0.029          	3.26087450e-03	2.25245040e-04	5.87350860e-04
0.0291         	3.26503780e-03	2.16911610e-04	5.71826600e-04
0.0292         	3.30368060e-03	2.15399310e-04	5.68770180e-04
0.0293         	3.21234020e-03	2.17176280e-04	5.70633520e-04
0.0294         	3.18209020e-03	2.18680960e-04	5.72552700e-04
0.0295         	3.27140900e-03	2.19157980e-04	5.71998860e-04
0.0296         	3.20319120e-03	2.18088040e-04	5.69516470e-04
0.0297         	3.15958870e-03	2.15597120e-04	5.66436610e-04
0.0298         	3.43204860e-03	2.16305690e-04	5.68305710e-04
0.0299         	3.41424420e-03	2.16910590e-04	5.70320160e-04
0.03           	3.15106210e-03	2.17703860e-04	5.72786980e-04
0.0301         	3.08826570e-03	2.22568490e-04	5.85484560e-04
0.0302         	3.17533100e-03	2.18257550e-04	5.76311000e-04
0.0303         	3.46815480e-03	2.10249920e-04	5.60781020e-04
0.0304         	3.47455980e-03	2.07996580e-04	5.57513770e-04
0.0305         	3.63906390e-03	2.04967490e-04	5.52894290e-04
0.0306         	3.08429460e-03	2.15023520e-04	5.65060010e-04
0.0307         	3.20744560e-03	2.13081410e-04	5.61053390e-04
0.0308         	3.58555260e-03	2.06437700e-04	5.49964210e-04
0.0309         	3.42043440e-03	2.08660500e-04	5.52453300e-04
0.031          	3.12026880e-03	2.18215580e-04	5.73531660e-04
0.0311         	3.11713490e-03	2.12411400e-04	5.62001330e-04
0.0312         	3.14780060e-03	2.01174980e-04	5.42352360e-04
0.0313         	3.27560720e-03	1.97480250e-04	5.39487920e-04
0.0314         	3.52236900e-03	1.95640910e-04	5.38815200e-04
0.0315         	3.75421330e-03	1.89383600e-04	5.43100040e-04
0.0316         	3.80758400e-03	1.97088190e-04	5.37507950e-04
0.0317         	3.12337350e-03	1.96179220e-04	5.36293130e-04
0.0318         	3.12599140e-03	1.97246010e-04	5.36773000e-04
0.0319         	3.20048620e-03	1.98848550e-04	5.38658010e-04
0.032          	3.24647380e-03	1.93653030e-04	5.30795360e-04
0.0321         	3.26987840e-03	1.90119360e-04	5.26819800e-04
0.0322         	3.46105140e-03	1.88716890e-04	5.24980580e-04
0.0323         	3.38831720e-03	1.87956530e-04	5.24035830e-04
0.0324         	3.59623620e-03	1.84820060e-04	5.25083180e-04
0.0325         	3.19789060e-03	1.87801860e-04	5.21020670e-04
0.0326         	3.44098640e-03	1.86990520e-04	5.20015490e-04
0.0327         	3.45979160e-03	1.82878610e-04	5.17685760e-04
0.0328         	3.37472360e-03	1.82639670e-04	5.15824080e-04
0.0329         	3.40058300e-03	1.82361230e-04	5.14425360e-04
0.033          	3.39846990e-03	1.82297460e-04	5.13136480e-04
0.0331         	3.23495120e-03	1.82426460e-04	5.11987060e-04
0.0332         	3.27394310e-03	1.80590500e-04	5.10276720e-04
0.0333         	3.31507480e-03	1.78105150e-04	5.08897430e-04
0.0334         	3.44641950e-03	1.78598380e-04	5.06840790e-04
0.0335         	3.41392660e-03	1.82900800e-04	5.06597980e-04
0.0336         	3.63099570e-03	1.76347510e-04	5.05045590e-04
0.0337         	4.01154930e-03	1.66841670e-04	5.19223270e-04
0.0338         	4.23190610e-03	1.72080260e-04	5.04920310e-04
0.0339         	4.14928870e-03	1.70949440e-04	5.05547370e-04
0.034          	4.00474860e-03	1.73246600e-04	4.99697280e-04
0.0341         	3.75199060e-03	1.71604420e-04	5.02248370e-04
0.0342         	3.89727650e-03	1.71832290e-04	5.00480130e-04
0.0343         	3.26294670e-03	1.72301770e-04	4.98563010e-04
0.0344         	3.21386700e-03	1.72035920e-04	4.97661920e-04
0.0345         	3.19704570e-03	1.72285530e-04	4.96142880e-04
0.0346         	3.21647200e-03	1.71597790e-04	4.95033740e-04
0.0347         	3.25429720e-03	1.70597070e-04	4.94018540e-04
0.0348         	3.36886050e-03	1.68799350e-04	4.93920460e-04
0.0349         	3.37897450e-03	1.68420790e-04	4.92495150e-04
0.035          	3.42282310e-03	1.68184340e-04	4.91268050e-04
0.0351         	3.32028030e-03	1.67931430e-04	4.90948340e-04
0.0352         	3.49068200e-03	1.67000110e-04	4.91475080e-04
0.0353         	3.61814310e-03	1.65569670e-04	4.92759810e-04
0.0354         	3.90749160e-03	1.61395840e-04	5.00423870e-04
0.0355         	3.66903590e-03	1.65292460e-04	4.90031190e-04
0.0356         	3.69728690e-03	1.67474630e-04	4.87471020e-04
0.0357         	3.94923550e-03	1.62905020e-04	4.89855450e-04
0.0358         	3.56061050e-03	1.59760850e-04	4.94098890e-04
0.0359         	3.59278340e-03	1.60424010e-04	4.89604330e-04
0.036          	3.55599490e-03	1.60974030e-04	4.85521890e-04
0.0361         	3.51113680e-03	1.59980730e-04	4.84474120e-04
0.0362         	3.58932260e-03	1.59226270e-04	4.83462440e-04
0.0363         	3.67270020e-03	1.58670250e-04	4.82248940e-04
0.0364         	3.75203900e-03	1.58589830e-04	4.80256930e-04
0.0365         	3.52921030e-03	1.59519610e-04	4.77414500e-04
0.0366         	4.19611710e-03	1.53388540e-04	4.88203030e-04
0.0367         	4.61298750e-03	1.50623360e-04	4.94559570e-04
0.0368         	3.97360980e-03	1.52383720e-04	4.85580180e-04
0.0369         	3.85257300e-03	1.51866800e-04	4.83955280e-04
0.037          	3.79262770e-03	1.50575640e-04	4.84387280e-04
0.0371         	4.05681980e-03	1.46506540e-04	4.93120660e-04
0.0372         	3.94762940e-03	1.49725160e-04	4.82250450e-04
0.0373         	3.86677470e-03	1.49818050e-04	4.80204850e-04
0.0374         	3.74505490e-03	1.51643310e-04	4.75999030e-04
0.0375         	3.96706830e-03	1.47651520e-04	4.82383890e-04
0.0376         	3.87004480e-03	1.45125390e-04	4.87306520e-04
0.0377         	4.09774130e-03	1.42146400e-04	4.95195480e-04
0.0378         	3.73104050e-03	1.43938680e-04	4.85840210e-04
0.0379         	3.60658020e-03	1.44307670e-04	4.81934640e-04
0.038          	3.65007120e-03	1.44073590e-04	4.80290580e-04
0.0381         	3.71401100e-03	1.43990080e-04	4.78790680e-04
0.0382         	3.90656910e-03	1.43164400e-04	4.79666220e-04
0.0383         	4.02534100e-03	1.42268200e-04	4.80560120e-04
0.0384         	4.17962610e-03	1.40930160e-04	4.82281520e-04
0.0385         	4.31207440e-03	1.41062160e-04	4.78903800e-04
0.0386         	4.38164560e-03	1.46005720e-04	4.66180770e-04
0.0387         	4.66680880e-03	1.37549250e-04	4.88543820e-04
0.0388         	4.69455500e-03	1.42482140e-04	4.69064480e-04
0.0389         	4.24876200e-03	1.44962770e-04	4.62988180e-04
0.039          	3.96138780e-03	1.49561940e-04	4.60647040e-04
